id,name,base_experience,height,weight,types,abilities,moves,stats
152,chikorita,64,9,64,grass,"overgrow, leaf-guard","swords-dance, cut, vine-whip, headbutt, tackle","hp=45, attack=49, defense=65, special-attack=49, special-defense=65, speed=45"
153,bayleef,142,12,158,grass,"overgrow, leaf-guard","swords-dance, cut, vine-whip, headbutt, tackle","hp=60, attack=62, defense=80, special-attack=63, special-defense=80, speed=60"
154,meganium,236,18,1005,grass,"overgrow, leaf-guard","swords-dance, cut, vine-whip, headbutt, tackle","hp=80, attack=82, defense=100, special-attack=83, special-defense=100, speed=80"
155,cyndaquil,62,5,79,fire,"blaze, flash-fire","cut, double-kick, headbutt, tackle, body-slam","hp=39, attack=52, defense=43, special-attack=60, special-defense=50, speed=65"
156,quilava,142,9,190,fire,"blaze, flash-fire","cut, double-kick, headbutt, tackle, body-slam","hp=58, attack=64, defense=58, special-attack=80, special-defense=65, speed=80"
157,typhlosion,240,17,795,fire,"blaze, flash-fire","mega-punch, fire-punch, thunder-punch, cut, double-kick","hp=78, attack=84, defense=78, special-attack=109, special-defense=85, speed=100"
158,totodile,63,6,95,water,"torrent, sheer-force","mega-punch, ice-punch, scratch, razor-wind, swords-dance","hp=50, attack=65, defense=64, special-attack=44, special-defense=48, speed=43"
159,croconaw,142,11,250,water,"torrent, sheer-force","mega-punch, ice-punch, scratch, swords-dance, cut","hp=65, attack=80, defense=80, special-attack=59, special-defense=63, speed=58"
160,feraligatr,239,23,888,water,"torrent, sheer-force","mega-punch, ice-punch, scratch, swords-dance, cut","hp=85, attack=105, defense=100, special-attack=79, special-defense=83, speed=78"
161,sentret,43,8,60,normal,"run-away, keen-eye, frisk","fire-punch, ice-punch, thunder-punch, scratch, cut","hp=35, attack=46, defense=34, special-attack=35, special-defense=45, speed=20"
162,furret,145,18,325,normal,"run-away, keen-eye, frisk","fire-punch, ice-punch, thunder-punch, scratch, cut","hp=85, attack=76, defense=64, special-attack=45, special-defense=55, speed=90"
163,hoothoot,52,7,212,"normal, flying","insomnia, keen-eye, tinted-lens","wing-attack, whirlwind, fly, tackle, take-down","hp=60, attack=30, defense=30, special-attack=36, special-defense=56, speed=50"
164,noctowl,158,16,408,"normal, flying","insomnia, keen-eye, tinted-lens","wing-attack, whirlwind, fly, tackle, body-slam","hp=100, attack=50, defense=50, special-attack=86, special-defense=96, speed=70"
165,ledyba,53,10,108,"bug, flying","swarm, early-bird, rattled","comet-punch, mega-punch, ice-punch, thunder-punch, swords-dance","hp=40, attack=20, defense=30, special-attack=40, special-defense=80, speed=55"
166,ledian,137,14,356,"bug, flying","swarm, early-bird, iron-fist","comet-punch, mega-punch, ice-punch, thunder-punch, swords-dance","hp=55, attack=35, defense=50, special-attack=55, special-defense=110, speed=85"
167,spinarak,50,5,85,"bug, poison","swarm, insomnia, sniper","body-slam, double-edge, poison-sting, twineedle, pin-missile","hp=40, attack=60, defense=40, special-attack=40, special-defense=40, speed=30"
168,ariados,140,11,335,"bug, poison","swarm, insomnia, sniper","swords-dance, body-slam, double-edge, poison-sting, pin-missile","hp=70, attack=90, defense=70, special-attack=60, special-defense=70, speed=40"
169,crobat,241,18,750,"poison, flying","inner-focus, infiltrator","gust, wing-attack, fly, double-edge, bite","hp=85, attack=90, defense=80, special-attack=70, special-defense=80, speed=130"
170,chinchou,66,5,120,"water, electric","volt-absorb, illuminate, water-absorb","take-down, double-edge, supersonic, mist, water-gun","hp=75, attack=38, defense=38, special-attack=56, special-defense=56, speed=67"
171,lanturn,161,12,225,"water, electric","volt-absorb, illuminate, water-absorb","take-down, double-edge, supersonic, mist, water-gun","hp=125, attack=58, defense=58, special-attack=76, special-defense=76, speed=67"
172,pichu,41,3,20,electric,"static, lightning-rod","double-slap, mega-punch, thunder-punch, mega-kick, headbutt","hp=20, attack=40, defense=15, special-attack=35, special-defense=35, speed=60"
173,cleffa,44,3,30,fairy,"cute-charm, magic-guard, friend-guard","pound, mega-punch, mega-kick, headbutt, tackle","hp=50, attack=25, defense=28, special-attack=45, special-defense=55, speed=15"
174,igglybuff,42,3,10,"normal, fairy","cute-charm, competitive, friend-guard","pound, mega-punch, mega-kick, headbutt, body-slam","hp=90, attack=30, defense=15, special-attack=40, special-defense=20, speed=15"
175,togepi,49,3,15,fairy,"hustle, serene-grace, super-luck","pound, mega-punch, mega-kick, headbutt, tackle","hp=35, attack=20, defense=65, special-attack=40, special-defense=65, speed=20"
176,togetic,142,6,32,"fairy, flying","hustle, serene-grace, super-luck","pound, mega-punch, fly, mega-kick, headbutt","hp=55, attack=40, defense=85, special-attack=80, special-defense=105, speed=40"
177,natu,64,2,20,"psychic, flying","synchronize, early-bird, magic-bounce","double-edge, leer, peck, drill-peck, solar-beam","hp=40, attack=50, defense=45, special-attack=70, special-defense=45, speed=70"
178,xatu,165,15,150,"psychic, flying","synchronize, early-bird, magic-bounce","fly, double-edge, leer, hyper-beam, peck","hp=65, attack=75, defense=70, special-attack=95, special-defense=70, speed=95"
179,mareep,56,6,78,electric,"static, plus","sand-attack, headbutt, tackle, body-slam, take-down","hp=55, attack=40, defense=40, special-attack=65, special-defense=45, speed=35"
180,flaaffy,128,8,133,electric,"static, plus","mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick","hp=70, attack=55, defense=55, special-attack=80, special-defense=60, speed=45"
181,ampharos,230,14,615,electric,"static, plus","mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick","hp=90, attack=75, defense=85, special-attack=115, special-defense=90, speed=55"
182,bellossom,221,4,58,grass,"chlorophyll, healer","swords-dance, cut, double-edge, acid, hyper-beam","hp=75, attack=80, defense=95, special-attack=90, special-defense=100, speed=50"
183,marill,88,4,85,"water, fairy","thick-fat, huge-power, sap-sipper","mega-punch, ice-punch, slam, mega-kick, headbutt","hp=70, attack=20, defense=50, special-attack=20, special-defense=50, speed=40"
184,azumarill,189,8,285,"water, fairy","thick-fat, huge-power, sap-sipper","mega-punch, ice-punch, slam, mega-kick, headbutt","hp=100, attack=50, defense=80, special-attack=60, special-defense=80, speed=50"
185,sudowoodo,144,12,380,rock,"sturdy, rock-head, rattled","mega-punch, fire-punch, ice-punch, thunder-punch, slam","hp=70, attack=100, defense=115, special-attack=30, special-defense=65, speed=30"
186,politoed,225,11,339,water,"water-absorb, damp, drizzle","pound, double-slap, mega-punch, ice-punch, mega-kick","hp=90, attack=75, defense=75, special-attack=90, special-defense=100, speed=70"
187,hoppip,50,4,5,"grass, flying","chlorophyll, leaf-guard, infiltrator","pay-day, swords-dance, headbutt, tackle, take-down","hp=35, attack=35, defense=40, special-attack=35, special-defense=55, speed=50"
188,skiploom,119,6,10,"grass, flying","chlorophyll, leaf-guard, infiltrator","swords-dance, headbutt, tackle, take-down, double-edge","hp=55, attack=45, defense=50, special-attack=45, special-defense=65, speed=80"
189,jumpluff,207,8,30,"grass, flying","chlorophyll, leaf-guard, infiltrator","swords-dance, headbutt, tackle, take-down, double-edge","hp=75, attack=55, defense=70, special-attack=55, special-defense=95, speed=110"
190,aipom,72,8,115,normal,"run-away, pickup, skill-link","double-slap, mega-punch, fire-punch, ice-punch, thunder-punch","hp=55, attack=70, defense=55, special-attack=40, special-defense=55, speed=85"
191,sunkern,36,3,18,grass,"chlorophyll, solar-power, early-bird","swords-dance, cut, tackle, take-down, double-edge","hp=30, attack=30, defense=30, special-attack=30, special-defense=30, speed=30"
192,sunflora,149,8,85,grass,"chlorophyll, solar-power, early-bird","pound, swords-dance, cut, tackle, take-down","hp=75, attack=75, defense=55, special-attack=105, special-defense=85, speed=30"
193,yanma,78,12,380,"bug, flying","speed-boost, compound-eyes, frisk","swords-dance, gust, wing-attack, whirlwind, headbutt","hp=65, attack=65, defense=45, special-attack=75, special-defense=45, speed=95"
194,wooper,42,4,85,"water, ground","damp, water-absorb, unaware","ice-punch, slam, double-kick, headbutt, body-slam","hp=55, attack=45, defense=45, special-attack=25, special-defense=25, speed=15"
195,quagsire,151,14,750,"water, ground","damp, water-absorb, unaware","mega-punch, ice-punch, slam, mega-kick, headbutt","hp=95, attack=85, defense=85, special-attack=65, special-defense=65, speed=35"
196,espeon,184,9,265,psychic,"synchronize, magic-bounce","pay-day, cut, sand-attack, headbutt, tackle","hp=65, attack=65, defense=60, special-attack=130, special-defense=95, speed=110"
197,umbreon,184,10,270,dark,"synchronize, inner-focus","pay-day, cut, sand-attack, headbutt, tackle","hp=95, attack=65, defense=110, special-attack=60, special-defense=130, speed=65"
198,murkrow,81,5,21,"dark, flying","insomnia, super-luck, prankster","gust, wing-attack, whirlwind, fly, take-down","hp=60, attack=85, defense=42, special-attack=85, special-defense=42, speed=91"
199,slowking,172,20,795,"water, psychic","oblivious, own-tempo, regenerator","mega-punch, pay-day, fire-punch, ice-punch, thunder-punch","hp=95, attack=75, defense=80, special-attack=100, special-defense=110, speed=30"
200,misdreavus,87,7,10,ghost,levitate,"headbutt, double-edge, growl, psybeam, hyper-beam","hp=60, attack=60, defense=60, special-attack=85, special-defense=85, speed=85"
201,unown-a,118,5,50,psychic,levitate,hidden-power,"hp=48, attack=72, defense=48, special-attack=72, special-defense=48, speed=48"
202,wobbuffet,142,13,285,psychic,"shadow-tag, telepathy","counter, amnesia, splash, destiny-bond, charm","hp=190, attack=33, defense=58, special-attack=33, special-defense=58, speed=33"
203,girafarig,159,15,415,"normal, psychic","inner-focus, early-bird, sap-sipper","razor-wind, stomp, double-kick, headbutt, tackle","hp=70, attack=80, defense=65, special-attack=90, special-defense=65, speed=85"
204,pineco,58,6,72,bug,"sturdy, overcoat","headbutt, tackle, body-slam, take-down, double-edge","hp=50, attack=65, defense=90, special-attack=35, special-defense=35, speed=15"
205,forretress,163,12,1258,"bug, steel","sturdy, overcoat","headbutt, tackle, body-slam, take-down, double-edge","hp=75, attack=90, defense=140, special-attack=60, special-defense=60, speed=40"
206,dunsparce,145,15,140,normal,"serene-grace, run-away, rattled","bind, headbutt, body-slam, take-down, double-edge","hp=100, attack=70, defense=70, special-attack=65, special-defense=65, speed=45"
207,gligar,86,11,648,"ground, flying","hyper-cutter, sand-veil, immunity","guillotine, razor-wind, swords-dance, cut, wing-attack","hp=65, attack=75, defense=105, special-attack=35, special-defense=65, speed=85"
208,steelix,179,92,4000,"steel, ground","rock-head, sturdy, sheer-force","cut, bind, slam, headbutt, tackle","hp=75, attack=85, defense=200, special-attack=55, special-defense=65, speed=30"
209,snubbull,60,6,78,fairy,"intimidate, run-away, rattled","mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick","hp=60, attack=80, defense=50, special-attack=40, special-defense=40, speed=30"
210,granbull,158,14,487,fairy,"intimidate, quick-feet, rattled","mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick","hp=90, attack=120, defense=75, special-attack=60, special-defense=60, speed=45"
211,qwilfish,88,5,39,"water, poison","poison-point, swift-swim, intimidate","swords-dance, headbutt, tackle, take-down, double-edge","hp=65, attack=95, defense=85, special-attack=55, special-defense=55, speed=85"
212,scizor,175,18,1180,"bug, steel","swarm, technician, light-metal","razor-wind, swords-dance, cut, wing-attack, headbutt","hp=70, attack=130, defense=100, special-attack=55, special-defense=80, speed=65"
213,shuckle,177,6,205,"bug, rock","sturdy, gluttony, contrary","bind, headbutt, body-slam, wrap, double-edge","hp=20, attack=10, defense=230, special-attack=10, special-defense=230, speed=5"
214,heracross,175,15,540,"bug, fighting","swarm, guts, moxie","swords-dance, cut, headbutt, horn-attack, fury-attack","hp=80, attack=125, defense=75, special-attack=40, special-defense=95, speed=85"
215,sneasel,86,9,280,"dark, ice","inner-focus, keen-eye, pickpocket","mega-punch, ice-punch, scratch, swords-dance, cut","hp=55, attack=95, defense=55, special-attack=35, special-defense=75, speed=115"
216,teddiursa,66,6,88,normal,"pickup, quick-feet, honey-gather","mega-punch, fire-punch, ice-punch, thunder-punch, scratch","hp=60, attack=80, defense=50, special-attack=50, special-defense=50, speed=40"
217,ursaring,175,18,1258,normal,"guts, quick-feet, unnerve","mega-punch, fire-punch, ice-punch, thunder-punch, scratch","hp=90, attack=130, defense=75, special-attack=75, special-defense=75, speed=55"
218,slugma,50,7,350,fire,"magma-armor, flame-body, weak-armor","body-slam, take-down, double-edge, ember, flamethrower","hp=40, attack=40, defense=40, special-attack=70, special-defense=40, speed=20"
219,magcargo,151,8,550,"fire, rock","magma-armor, flame-body, weak-armor","body-slam, take-down, double-edge, ember, flamethrower","hp=60, attack=50, defense=120, special-attack=90, special-defense=80, speed=30"
220,swinub,50,4,65,"ice, ground","oblivious, snow-cloak, thick-fat","headbutt, tackle, body-slam, take-down, double-edge","hp=50, attack=50, defense=40, special-attack=30, special-defense=30, speed=50"
221,piloswine,158,11,558,"ice, ground","oblivious, snow-cloak, thick-fat","headbutt, horn-attack, fury-attack, tackle, body-slam","hp=100, attack=100, defense=80, special-attack=60, special-defense=60, speed=50"
222,corsola,144,6,50,"water, rock","hustle, natural-cure, regenerator","headbutt, tackle, body-slam, double-edge, mist","hp=65, attack=55, defense=95, special-attack=65, special-defense=95, speed=35"
223,remoraid,60,6,120,water,"hustle, sniper, moody","double-edge, supersonic, flamethrower, water-gun, hydro-pump","hp=35, attack=65, defense=35, special-attack=65, special-defense=35, speed=65"
224,octillery,168,9,285,water,"suction-cups, sniper, moody","bind, wrap, double-edge, flamethrower, water-gun","hp=75, attack=105, defense=75, special-attack=105, special-defense=75, speed=45"
225,delibird,116,9,160,"ice, flying","vital-spirit, hustle, insomnia","mega-punch, ice-punch, fly, mega-kick, headbutt","hp=45, attack=55, defense=45, special-attack=65, special-defense=45, speed=75"
226,mantine,170,21,2200,"water, flying","swift-swim, water-absorb, water-veil","wing-attack, slam, headbutt, tackle, body-slam","hp=85, attack=40, defense=70, special-attack=80, special-defense=140, speed=70"
227,skarmory,163,17,505,"steel, flying","keen-eye, sturdy, weak-armor","swords-dance, cut, wing-attack, whirlwind, fly","hp=65, attack=80, defense=140, special-attack=40, special-defense=70, speed=70"
228,houndour,66,6,108,"dark, fire","early-bird, flash-fire, unnerve","headbutt, body-slam, take-down, double-edge, leer","hp=45, attack=60, defense=30, special-attack=80, special-defense=50, speed=65"
